externalId;caseExternalId;title;description;status;scheduledStart;scheduledEnd;startedAt;completedAt;typeName;typeColor;assigneeEmail;teamName;notes
INT-0704;DOS-0704;Intervention 704;;planned;2026-09-03T08:00:00;2026-09-03T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0705;DOS-0705;Intervention 705;Notes terrain 705;in_progress;2024-10-04T09:00:00;2024-10-04T11:00:00;2024-10-04T09:15:00;;SAV;#ea580c;;;
INT-0706;DOS-0706;Intervention 706;;completed;2025-11-05T10:00:00;2025-11-05T12:00:00;2025-11-05T10:15:00;2025-11-05T11:45:00;Entretien;#16a34a;;;
INT-0707;DOS-0707;Intervention 707;;cancelled;2026-12-06T11:00:00;2026-12-06T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0708;DOS-0708;Intervention 708;;planned;2024-01-07T12:00:00;2024-01-07T14:00:00;;;Pose;#2563eb;;;
INT-0709;DOS-0709;Intervention 709;;in_progress;2025-02-08T13:00:00;2025-02-08T15:00:00;2025-02-08T13:15:00;;SAV;#ea580c;;;
INT-0710;DOS-0710;Intervention 710;Notes terrain 710;completed;2026-03-09T14:00:00;2026-03-09T16:00:00;2026-03-09T14:15:00;2026-03-09T15:45:00;Entretien;#16a34a;;;
INT-0711;DOS-0711;Intervention 711;;cancelled;2024-04-10T15:00:00;2024-04-10T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0712;DOS-0712;Intervention 712;;planned;2025-05-11T08:00:00;2025-05-11T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0713;DOS-0713;Intervention 713;;in_progress;2026-06-12T09:00:00;2026-06-12T11:00:00;2026-06-12T09:15:00;;SAV;#ea580c;;;
INT-0714;DOS-0714;Intervention 714;;completed;2024-07-13T10:00:00;2024-07-13T12:00:00;2024-07-13T10:15:00;2024-07-13T11:45:00;Entretien;#16a34a;;;
INT-0715;DOS-0715;Intervention 715;Notes terrain 715;cancelled;2025-08-14T11:00:00;2025-08-14T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0716;DOS-0716;Intervention 716;;planned;2026-09-15T12:00:00;2026-09-15T14:00:00;;;Pose;#2563eb;;;
INT-0717;DOS-0717;Intervention 717;;in_progress;2024-10-16T13:00:00;2024-10-16T15:00:00;2024-10-16T13:15:00;;SAV;#ea580c;;;
INT-0718;DOS-0718;Intervention 718;;completed;2025-11-17T14:00:00;2025-11-17T16:00:00;2025-11-17T14:15:00;2025-11-17T15:45:00;Entretien;#16a34a;;;
INT-0719;DOS-0719;Intervention 719;;cancelled;2026-12-18T15:00:00;2026-12-18T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0720;DOS-0720;Intervention 720;Notes terrain 720;planned;2024-01-19T08:00:00;2024-01-19T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0721;DOS-0721;Intervention 721;;in_progress;2025-02-20T09:00:00;2025-02-20T11:00:00;2025-02-20T09:15:00;;SAV;#ea580c;;;
INT-0722;DOS-0722;Intervention 722;;completed;2026-03-21T10:00:00;2026-03-21T12:00:00;2026-03-21T10:15:00;2026-03-21T11:45:00;Entretien;#16a34a;;;
INT-0723;DOS-0723;Intervention 723;;cancelled;2024-04-22T11:00:00;2024-04-22T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0724;DOS-0724;Intervention 724;;planned;2025-05-23T12:00:00;2025-05-23T14:00:00;;;Pose;#2563eb;;;
INT-0725;DOS-0725;Intervention 725;Notes terrain 725;in_progress;2026-06-24T13:00:00;2026-06-24T15:00:00;2026-06-24T13:15:00;;SAV;#ea580c;;;
INT-0726;DOS-0726;Intervention 726;;completed;2024-07-25T14:00:00;2024-07-25T16:00:00;2024-07-25T14:15:00;2024-07-25T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0727;DOS-0727;Intervention 727;;cancelled;2025-08-26T15:00:00;2025-08-26T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0728;DOS-0728;Intervention 728;;planned;2026-09-27T08:00:00;2026-09-27T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0729;DOS-0729;Intervention 729;;in_progress;2024-10-01T09:00:00;2024-10-01T11:00:00;2024-10-01T09:15:00;;SAV;#ea580c;;;
INT-0730;DOS-0730;Intervention 730;Notes terrain 730;completed;2025-11-02T10:00:00;2025-11-02T12:00:00;2025-11-02T10:15:00;2025-11-02T11:45:00;Entretien;#16a34a;;;
INT-0731;DOS-0731;Intervention 731;;cancelled;2026-12-03T11:00:00;2026-12-03T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0732;DOS-0732;Intervention 732;;planned;2024-01-04T12:00:00;2024-01-04T14:00:00;;;Pose;#2563eb;;;
INT-0733;DOS-0733;Intervention 733;;in_progress;2025-02-05T13:00:00;2025-02-05T15:00:00;2025-02-05T13:15:00;;SAV;#ea580c;;;
INT-0734;DOS-0734;Intervention 734;;completed;2026-03-06T14:00:00;2026-03-06T16:00:00;2026-03-06T14:15:00;2026-03-06T15:45:00;Entretien;#16a34a;;;
INT-0735;DOS-0735;Intervention 735;Notes terrain 735;cancelled;2024-04-07T15:00:00;2024-04-07T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0736;DOS-0736;Intervention 736;;planned;2025-05-08T08:00:00;2025-05-08T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0737;DOS-0737;Intervention 737;;in_progress;2026-06-09T09:00:00;2026-06-09T11:00:00;2026-06-09T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0738;DOS-0738;Intervention 738;;completed;2024-07-10T10:00:00;2024-07-10T12:00:00;2024-07-10T10:15:00;2024-07-10T11:45:00;Entretien;#16a34a;;;
INT-0739;DOS-0739;Intervention 739;;cancelled;2025-08-11T11:00:00;2025-08-11T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0740;DOS-0740;Intervention 740;Notes terrain 740;planned;2026-09-12T12:00:00;2026-09-12T14:00:00;;;Pose;#2563eb;;;
INT-0741;DOS-0741;Intervention 741;;in_progress;2024-10-13T13:00:00;2024-10-13T15:00:00;2024-10-13T13:15:00;;SAV;#ea580c;;;
INT-0742;DOS-0742;Intervention 742;;completed;2025-11-14T14:00:00;2025-11-14T16:00:00;2025-11-14T14:15:00;2025-11-14T15:45:00;Entretien;#16a34a;;;
INT-0743;DOS-0743;Intervention 743;;cancelled;2026-12-15T15:00:00;2026-12-15T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0744;DOS-0744;Intervention 744;;planned;2024-01-16T08:00:00;2024-01-16T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0745;DOS-0745;Intervention 745;Notes terrain 745;in_progress;2025-02-17T09:00:00;2025-02-17T11:00:00;2025-02-17T09:15:00;;SAV;#ea580c;;;
INT-0746;DOS-0746;Intervention 746;;completed;2026-03-18T10:00:00;2026-03-18T12:00:00;2026-03-18T10:15:00;2026-03-18T11:45:00;Entretien;#16a34a;;;
INT-0747;DOS-0747;Intervention 747;;cancelled;2024-04-19T11:00:00;2024-04-19T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0748;DOS-0748;Intervention 748;;planned;2025-05-20T12:00:00;2025-05-20T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0749;DOS-0749;Intervention 749;;in_progress;2026-06-21T13:00:00;2026-06-21T15:00:00;2026-06-21T13:15:00;;SAV;#ea580c;;;
INT-0750;DOS-0750;Intervention 750;Notes terrain 750;completed;2024-07-22T14:00:00;2024-07-22T16:00:00;2024-07-22T14:15:00;2024-07-22T15:45:00;Entretien;#16a34a;;;
INT-0751;DOS-0751;Intervention 751;;cancelled;2025-08-23T15:00:00;2025-08-23T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0752;DOS-0752;Intervention 752;;planned;2026-09-24T08:00:00;2026-09-24T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0753;DOS-0753;Intervention 753;;in_progress;2024-10-25T09:00:00;2024-10-25T11:00:00;2024-10-25T09:15:00;;SAV;#ea580c;;;
INT-0754;DOS-0754;Intervention 754;;completed;2025-11-26T10:00:00;2025-11-26T12:00:00;2025-11-26T10:15:00;2025-11-26T11:45:00;Entretien;#16a34a;;;
INT-0755;DOS-0755;Intervention 755;Notes terrain 755;cancelled;2026-12-27T11:00:00;2026-12-27T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0756;DOS-0756;Intervention 756;;planned;2024-01-01T12:00:00;2024-01-01T14:00:00;;;Pose;#2563eb;;;
INT-0757;DOS-0757;Intervention 757;;in_progress;2025-02-02T13:00:00;2025-02-02T15:00:00;2025-02-02T13:15:00;;SAV;#ea580c;;;
INT-0758;DOS-0758;Intervention 758;;completed;2026-03-03T14:00:00;2026-03-03T16:00:00;2026-03-03T14:15:00;2026-03-03T15:45:00;Entretien;#16a34a;;;
INT-0759;DOS-0759;Intervention 759;;cancelled;2024-04-04T15:00:00;2024-04-04T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0760;DOS-0760;Intervention 760;Notes terrain 760;planned;2025-05-05T08:00:00;2025-05-05T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0761;DOS-0761;Intervention 761;;in_progress;2026-06-06T09:00:00;2026-06-06T11:00:00;2026-06-06T09:15:00;;SAV;#ea580c;;;
INT-0762;DOS-0762;Intervention 762;;completed;2024-07-07T10:00:00;2024-07-07T12:00:00;2024-07-07T10:15:00;2024-07-07T11:45:00;Entretien;#16a34a;;;
INT-0763;DOS-0763;Intervention 763;;cancelled;2025-08-08T11:00:00;2025-08-08T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0764;DOS-0764;Intervention 764;;planned;2026-09-09T12:00:00;2026-09-09T14:00:00;;;Pose;#2563eb;;;
INT-0765;DOS-0765;Intervention 765;Notes terrain 765;in_progress;2024-10-10T13:00:00;2024-10-10T15:00:00;2024-10-10T13:15:00;;SAV;#ea580c;;;
INT-0766;DOS-0766;Intervention 766;;completed;2025-11-11T14:00:00;2025-11-11T16:00:00;2025-11-11T14:15:00;2025-11-11T15:45:00;Entretien;#16a34a;;;
INT-0767;DOS-0767;Intervention 767;;cancelled;2026-12-12T15:00:00;2026-12-12T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0768;DOS-0768;Intervention 768;;planned;2024-01-13T08:00:00;2024-01-13T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0769;DOS-0769;Intervention 769;;in_progress;2025-02-14T09:00:00;2025-02-14T11:00:00;2025-02-14T09:15:00;;SAV;#ea580c;;;
INT-0770;DOS-0770;Intervention 770;Notes terrain 770;completed;2026-03-15T10:00:00;2026-03-15T12:00:00;2026-03-15T10:15:00;2026-03-15T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0771;DOS-0771;Intervention 771;;cancelled;2024-04-16T11:00:00;2024-04-16T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0772;DOS-0772;Intervention 772;;planned;2025-05-17T12:00:00;2025-05-17T14:00:00;;;Pose;#2563eb;;;
INT-0773;DOS-0773;Intervention 773;;in_progress;2026-06-18T13:00:00;2026-06-18T15:00:00;2026-06-18T13:15:00;;SAV;#ea580c;;;
INT-0774;DOS-0774;Intervention 774;;completed;2024-07-19T14:00:00;2024-07-19T16:00:00;2024-07-19T14:15:00;2024-07-19T15:45:00;Entretien;#16a34a;;;
INT-0775;DOS-0775;Intervention 775;Notes terrain 775;cancelled;2025-08-20T15:00:00;2025-08-20T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0776;DOS-0776;Intervention 776;;planned;2026-09-21T08:00:00;2026-09-21T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0777;DOS-0777;Intervention 777;;in_progress;2024-10-22T09:00:00;2024-10-22T11:00:00;2024-10-22T09:15:00;;SAV;#ea580c;;;
INT-0778;DOS-0778;Intervention 778;;completed;2025-11-23T10:00:00;2025-11-23T12:00:00;2025-11-23T10:15:00;2025-11-23T11:45:00;Entretien;#16a34a;;;
INT-0779;DOS-0779;Intervention 779;;cancelled;2026-12-24T11:00:00;2026-12-24T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0780;DOS-0780;Intervention 780;Notes terrain 780;planned;2024-01-25T12:00:00;2024-01-25T14:00:00;;;Pose;#2563eb;;;
INT-0781;DOS-0781;Intervention 781;;in_progress;2025-02-26T13:00:00;2025-02-26T15:00:00;2025-02-26T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0782;DOS-0782;Intervention 782;;completed;2026-03-27T14:00:00;2026-03-27T16:00:00;2026-03-27T14:15:00;2026-03-27T15:45:00;Entretien;#16a34a;;;
INT-0783;DOS-0783;Intervention 783;;cancelled;2024-04-01T15:00:00;2024-04-01T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0784;DOS-0784;Intervention 784;;planned;2025-05-02T08:00:00;2025-05-02T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0785;DOS-0785;Intervention 785;Notes terrain 785;in_progress;2026-06-03T09:00:00;2026-06-03T11:00:00;2026-06-03T09:15:00;;SAV;#ea580c;;;
INT-0786;DOS-0786;Intervention 786;;completed;2024-07-04T10:00:00;2024-07-04T12:00:00;2024-07-04T10:15:00;2024-07-04T11:45:00;Entretien;#16a34a;;;
INT-0787;DOS-0787;Intervention 787;;cancelled;2025-08-05T11:00:00;2025-08-05T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0788;DOS-0788;Intervention 788;;planned;2026-09-06T12:00:00;2026-09-06T14:00:00;;;Pose;#2563eb;;;
INT-0789;DOS-0789;Intervention 789;;in_progress;2024-10-07T13:00:00;2024-10-07T15:00:00;2024-10-07T13:15:00;;SAV;#ea580c;;;
INT-0790;DOS-0790;Intervention 790;Notes terrain 790;completed;2025-11-08T14:00:00;2025-11-08T16:00:00;2025-11-08T14:15:00;2025-11-08T15:45:00;Entretien;#16a34a;;;
INT-0791;DOS-0791;Intervention 791;;cancelled;2026-12-09T15:00:00;2026-12-09T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0792;DOS-0792;Intervention 792;;planned;2024-01-10T08:00:00;2024-01-10T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0793;DOS-0793;Intervention 793;;in_progress;2025-02-11T09:00:00;2025-02-11T11:00:00;2025-02-11T09:15:00;;SAV;#ea580c;;;
INT-0794;DOS-0794;Intervention 794;;completed;2026-03-12T10:00:00;2026-03-12T12:00:00;2026-03-12T10:15:00;2026-03-12T11:45:00;Entretien;#16a34a;;;
INT-0795;DOS-0795;Intervention 795;Notes terrain 795;cancelled;2024-04-13T11:00:00;2024-04-13T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0796;DOS-0796;Intervention 796;;planned;2025-05-14T12:00:00;2025-05-14T14:00:00;;;Pose;#2563eb;;;
INT-0797;DOS-0797;Intervention 797;;in_progress;2026-06-15T13:00:00;2026-06-15T15:00:00;2026-06-15T13:15:00;;SAV;#ea580c;;;
INT-0798;DOS-0798;Intervention 798;;completed;2024-07-16T14:00:00;2024-07-16T16:00:00;2024-07-16T14:15:00;2024-07-16T15:45:00;Entretien;#16a34a;;;
INT-0799;DOS-0799;Intervention 799;;cancelled;2025-08-17T15:00:00;2025-08-17T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0800;DOS-0800;Intervention 800;Notes terrain 800;planned;2026-09-18T08:00:00;2026-09-18T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0801;DOS-0801;Intervention 801;;in_progress;2024-10-19T09:00:00;2024-10-19T11:00:00;2024-10-19T09:15:00;;SAV;#ea580c;;;
INT-0802;DOS-0802;Intervention 802;;completed;2025-11-20T10:00:00;2025-11-20T12:00:00;2025-11-20T10:15:00;2025-11-20T11:45:00;Entretien;#16a34a;;;
INT-0803;DOS-0803;Intervention 803;;cancelled;2026-12-21T11:00:00;2026-12-21T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0804;DOS-0804;Intervention 804;;planned;2024-01-22T12:00:00;2024-01-22T14:00:00;;;Pose;#2563eb;;;
INT-0805;DOS-0805;Intervention 805;Notes terrain 805;in_progress;2025-02-23T13:00:00;2025-02-23T15:00:00;2025-02-23T13:15:00;;SAV;#ea580c;;;
INT-0806;DOS-0806;Intervention 806;;completed;2026-03-24T14:00:00;2026-03-24T16:00:00;2026-03-24T14:15:00;2026-03-24T15:45:00;Entretien;#16a34a;;;
INT-0807;DOS-0807;Intervention 807;;cancelled;2024-04-25T15:00:00;2024-04-25T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0808;DOS-0808;Intervention 808;;planned;2025-05-26T08:00:00;2025-05-26T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0809;DOS-0809;Intervention 809;;in_progress;2026-06-27T09:00:00;2026-06-27T11:00:00;2026-06-27T09:15:00;;SAV;#ea580c;;;
INT-0810;DOS-0810;Intervention 810;Notes terrain 810;completed;2024-07-01T10:00:00;2024-07-01T12:00:00;2024-07-01T10:15:00;2024-07-01T11:45:00;Entretien;#16a34a;;;
INT-0811;DOS-0811;Intervention 811;;cancelled;2025-08-02T11:00:00;2025-08-02T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0812;DOS-0812;Intervention 812;;planned;2026-09-03T12:00:00;2026-09-03T14:00:00;;;Pose;#2563eb;;;
INT-0813;DOS-0813;Intervention 813;;in_progress;2024-10-04T13:00:00;2024-10-04T15:00:00;2024-10-04T13:15:00;;SAV;#ea580c;;;
INT-0814;DOS-0814;Intervention 814;;completed;2025-11-05T14:00:00;2025-11-05T16:00:00;2025-11-05T14:15:00;2025-11-05T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0815;DOS-0815;Intervention 815;Notes terrain 815;cancelled;2026-12-06T15:00:00;2026-12-06T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0816;DOS-0816;Intervention 816;;planned;2024-01-07T08:00:00;2024-01-07T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0817;DOS-0817;Intervention 817;;in_progress;2025-02-08T09:00:00;2025-02-08T11:00:00;2025-02-08T09:15:00;;SAV;#ea580c;;;
INT-0818;DOS-0818;Intervention 818;;completed;2026-03-09T10:00:00;2026-03-09T12:00:00;2026-03-09T10:15:00;2026-03-09T11:45:00;Entretien;#16a34a;;;
INT-0819;DOS-0819;Intervention 819;;cancelled;2024-04-10T11:00:00;2024-04-10T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0820;DOS-0820;Intervention 820;Notes terrain 820;planned;2025-05-11T12:00:00;2025-05-11T14:00:00;;;Pose;#2563eb;;;
INT-0821;DOS-0821;Intervention 821;;in_progress;2026-06-12T13:00:00;2026-06-12T15:00:00;2026-06-12T13:15:00;;SAV;#ea580c;;;
INT-0822;DOS-0822;Intervention 822;;completed;2024-07-13T14:00:00;2024-07-13T16:00:00;2024-07-13T14:15:00;2024-07-13T15:45:00;Entretien;#16a34a;;;
INT-0823;DOS-0823;Intervention 823;;cancelled;2025-08-14T15:00:00;2025-08-14T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0824;DOS-0824;Intervention 824;;planned;2026-09-15T08:00:00;2026-09-15T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0825;DOS-0825;Intervention 825;Notes terrain 825;in_progress;2024-10-16T09:00:00;2024-10-16T11:00:00;2024-10-16T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0826;DOS-0826;Intervention 826;;completed;2025-11-17T10:00:00;2025-11-17T12:00:00;2025-11-17T10:15:00;2025-11-17T11:45:00;Entretien;#16a34a;;;
INT-0827;DOS-0827;Intervention 827;;cancelled;2026-12-18T11:00:00;2026-12-18T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0828;DOS-0828;Intervention 828;;planned;2024-01-19T12:00:00;2024-01-19T14:00:00;;;Pose;#2563eb;;;
INT-0829;DOS-0829;Intervention 829;;in_progress;2025-02-20T13:00:00;2025-02-20T15:00:00;2025-02-20T13:15:00;;SAV;#ea580c;;;
INT-0830;DOS-0830;Intervention 830;Notes terrain 830;completed;2026-03-21T14:00:00;2026-03-21T16:00:00;2026-03-21T14:15:00;2026-03-21T15:45:00;Entretien;#16a34a;;;
INT-0831;DOS-0831;Intervention 831;;cancelled;2024-04-22T15:00:00;2024-04-22T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0832;DOS-0832;Intervention 832;;planned;2025-05-23T08:00:00;2025-05-23T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0833;DOS-0833;Intervention 833;;in_progress;2026-06-24T09:00:00;2026-06-24T11:00:00;2026-06-24T09:15:00;;SAV;#ea580c;;;
INT-0834;DOS-0834;Intervention 834;;completed;2024-07-25T10:00:00;2024-07-25T12:00:00;2024-07-25T10:15:00;2024-07-25T11:45:00;Entretien;#16a34a;;;
INT-0835;DOS-0835;Intervention 835;Notes terrain 835;cancelled;2025-08-26T11:00:00;2025-08-26T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0836;DOS-0836;Intervention 836;;planned;2026-09-27T12:00:00;2026-09-27T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0837;DOS-0837;Intervention 837;;in_progress;2024-10-01T13:00:00;2024-10-01T15:00:00;2024-10-01T13:15:00;;SAV;#ea580c;;;
INT-0838;DOS-0838;Intervention 838;;completed;2025-11-02T14:00:00;2025-11-02T16:00:00;2025-11-02T14:15:00;2025-11-02T15:45:00;Entretien;#16a34a;;;
INT-0839;DOS-0839;Intervention 839;;cancelled;2026-12-03T15:00:00;2026-12-03T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0840;DOS-0840;Intervention 840;Notes terrain 840;planned;2024-01-04T08:00:00;2024-01-04T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0841;DOS-0841;Intervention 841;;in_progress;2025-02-05T09:00:00;2025-02-05T11:00:00;2025-02-05T09:15:00;;SAV;#ea580c;;;
INT-0842;DOS-0842;Intervention 842;;completed;2026-03-06T10:00:00;2026-03-06T12:00:00;2026-03-06T10:15:00;2026-03-06T11:45:00;Entretien;#16a34a;;;
INT-0843;DOS-0843;Intervention 843;;cancelled;2024-04-07T11:00:00;2024-04-07T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0844;DOS-0844;Intervention 844;;planned;2025-05-08T12:00:00;2025-05-08T14:00:00;;;Pose;#2563eb;;;
INT-0845;DOS-0845;Intervention 845;Notes terrain 845;in_progress;2026-06-09T13:00:00;2026-06-09T15:00:00;2026-06-09T13:15:00;;SAV;#ea580c;;;
INT-0846;DOS-0846;Intervention 846;;completed;2024-07-10T14:00:00;2024-07-10T16:00:00;2024-07-10T14:15:00;2024-07-10T15:45:00;Entretien;#16a34a;;;
INT-0847;DOS-0847;Intervention 847;;cancelled;2025-08-11T15:00:00;2025-08-11T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0848;DOS-0848;Intervention 848;;planned;2026-09-12T08:00:00;2026-09-12T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0849;DOS-0849;Intervention 849;;in_progress;2024-10-13T09:00:00;2024-10-13T11:00:00;2024-10-13T09:15:00;;SAV;#ea580c;;;
INT-0850;DOS-0850;Intervention 850;Notes terrain 850;completed;2025-11-14T10:00:00;2025-11-14T12:00:00;2025-11-14T10:15:00;2025-11-14T11:45:00;Entretien;#16a34a;;;
INT-0851;DOS-0851;Intervention 851;;cancelled;2026-12-15T11:00:00;2026-12-15T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0852;DOS-0852;Intervention 852;;planned;2024-01-16T12:00:00;2024-01-16T14:00:00;;;Pose;#2563eb;;;
INT-0853;DOS-0853;Intervention 853;;in_progress;2025-02-17T13:00:00;2025-02-17T15:00:00;2025-02-17T13:15:00;;SAV;#ea580c;;;
INT-0854;DOS-0854;Intervention 854;;completed;2026-03-18T14:00:00;2026-03-18T16:00:00;2026-03-18T14:15:00;2026-03-18T15:45:00;Entretien;#16a34a;;;
INT-0855;DOS-0855;Intervention 855;Notes terrain 855;cancelled;2024-04-19T15:00:00;2024-04-19T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0856;DOS-0856;Intervention 856;;planned;2025-05-20T08:00:00;2025-05-20T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0857;DOS-0857;Intervention 857;;in_progress;2026-06-21T09:00:00;2026-06-21T11:00:00;2026-06-21T09:15:00;;SAV;#ea580c;;;
INT-0858;DOS-0858;Intervention 858;;completed;2024-07-22T10:00:00;2024-07-22T12:00:00;2024-07-22T10:15:00;2024-07-22T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0859;DOS-0859;Intervention 859;;cancelled;2025-08-23T11:00:00;2025-08-23T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0860;DOS-0860;Intervention 860;Notes terrain 860;planned;2026-09-24T12:00:00;2026-09-24T14:00:00;;;Pose;#2563eb;;;
INT-0861;DOS-0861;Intervention 861;;in_progress;2024-10-25T13:00:00;2024-10-25T15:00:00;2024-10-25T13:15:00;;SAV;#ea580c;;;
INT-0862;DOS-0862;Intervention 862;;completed;2025-11-26T14:00:00;2025-11-26T16:00:00;2025-11-26T14:15:00;2025-11-26T15:45:00;Entretien;#16a34a;;;
INT-0863;DOS-0863;Intervention 863;;cancelled;2026-12-27T15:00:00;2026-12-27T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0864;DOS-0864;Intervention 864;;planned;2024-01-01T08:00:00;2024-01-01T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0865;DOS-0865;Intervention 865;Notes terrain 865;in_progress;2025-02-02T09:00:00;2025-02-02T11:00:00;2025-02-02T09:15:00;;SAV;#ea580c;;;
INT-0866;DOS-0866;Intervention 866;;completed;2026-03-03T10:00:00;2026-03-03T12:00:00;2026-03-03T10:15:00;2026-03-03T11:45:00;Entretien;#16a34a;;;
INT-0867;DOS-0867;Intervention 867;;cancelled;2024-04-04T11:00:00;2024-04-04T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0868;DOS-0868;Intervention 868;;planned;2025-05-05T12:00:00;2025-05-05T14:00:00;;;Pose;#2563eb;;;
INT-0869;DOS-0869;Intervention 869;;in_progress;2026-06-06T13:00:00;2026-06-06T15:00:00;2026-06-06T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0870;DOS-0870;Intervention 870;Notes terrain 870;completed;2024-07-07T14:00:00;2024-07-07T16:00:00;2024-07-07T14:15:00;2024-07-07T15:45:00;Entretien;#16a34a;;;
INT-0871;DOS-0871;Intervention 871;;cancelled;2025-08-08T15:00:00;2025-08-08T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0872;DOS-0872;Intervention 872;;planned;2026-09-09T08:00:00;2026-09-09T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0873;DOS-0873;Intervention 873;;in_progress;2024-10-10T09:00:00;2024-10-10T11:00:00;2024-10-10T09:15:00;;SAV;#ea580c;;;
INT-0874;DOS-0874;Intervention 874;;completed;2025-11-11T10:00:00;2025-11-11T12:00:00;2025-11-11T10:15:00;2025-11-11T11:45:00;Entretien;#16a34a;;;
INT-0875;DOS-0875;Intervention 875;Notes terrain 875;cancelled;2026-12-12T11:00:00;2026-12-12T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0876;DOS-0876;Intervention 876;;planned;2024-01-13T12:00:00;2024-01-13T14:00:00;;;Pose;#2563eb;;;
INT-0877;DOS-0877;Intervention 877;;in_progress;2025-02-14T13:00:00;2025-02-14T15:00:00;2025-02-14T13:15:00;;SAV;#ea580c;;;
INT-0878;DOS-0878;Intervention 878;;completed;2026-03-15T14:00:00;2026-03-15T16:00:00;2026-03-15T14:15:00;2026-03-15T15:45:00;Entretien;#16a34a;;;
INT-0879;DOS-0879;Intervention 879;;cancelled;2024-04-16T15:00:00;2024-04-16T17:00:00;;;Diagnostic;#7c3aed;;;
